,site,th,species,FN,FP,below_th,total
631,Eldena,48,Mema,0,2,0,2
632,Eldena,48,Mmyo,11,4,1,79
633,Eldena,48,Mbra,21,1,1,46
634,Eldena,48,Mnat,234,115,133,6561
635,Eldena,48,Nnoc,0,0,0,0
636,Eldena,48,Ppip,0,1,0,2
637,Eldena,48,Paur,15,10,3,393
638,Eldena,48,Rhin,0,0,0,0
639,Eldena,49,Bbar,0,0,0,1
640,Eldena,49,Eser,0,0,0,0
641,Eldena,49,Mbec,0,0,0,1
642,Eldena,49,Mdas,0,2,0,3
643,Eldena,49,Mdau,106,135,23,2365
644,Eldena,49,Mema,0,2,0,2
645,Eldena,49,Mmyo,11,4,1,79
646,Eldena,49,Mbra,21,1,1,46
647,Eldena,49,Mnat,233,115,134,6561
648,Eldena,49,Nnoc,0,0,0,0
649,Eldena,49,Ppip,0,1,0,2
650,Eldena,49,Paur,15,10,3,393
651,Eldena,49,Rhin,0,0,0,0
652,Eldena,50,Bbar,0,0,0,1
653,Eldena,50,Eser,0,0,0,0
654,Eldena,50,Mbec,0,0,0,1
655,Eldena,50,Mdas,0,2,0,3
656,Eldena,50,Mdau,101,131,23,2365
657,Eldena,50,Mema,0,2,0,2
658,Eldena,50,Mmyo,11,4,2,79
659,Eldena,50,Mbra,21,1,1,46
660,Eldena,50,Mnat,229,109,137,6561
661,Eldena,50,Nnoc,0,0,0,0
662,Eldena,50,Ppip,0,1,0,2
663,Eldena,50,Paur,14,8,3,393
664,Eldena,50,Rhin,0,0,0,0
665,Eldena,51,Bbar,0,0,0,1
666,Eldena,51,Eser,0,0,0,0
667,Eldena,51,Mbec,0,0,0,1
668,Eldena,51,Mdas,0,2,0,3
669,Eldena,51,Mdau,97,125,26,2365
670,Eldena,51,Mema,0,1,0,2
671,Eldena,51,Mmyo,11,4,2,79
672,Eldena,51,Mbra,21,1,1,46
673,Eldena,51,Mnat,223,104,143,6561
674,Eldena,51,Nnoc,0,0,0,0
675,Eldena,51,Ppip,0,1,0,2
676,Eldena,51,Paur,14,8,3,393
677,Eldena,51,Rhin,0,0,0,0
678,Eldena,52,Bbar,0,0,0,1
679,Eldena,52,Eser,0,0,0,0
680,Eldena,52,Mbec,0,0,0,1
681,Eldena,52,Mdas,0,2,0,3
682,Eldena,52,Mdau,96,121,27,2365
683,Eldena,52,Mema,0,1,0,2
684,Eldena,52,Mmyo,11,4,2,79
685,Eldena,52,Mbra,20,1,1,46
686,Eldena,52,Mnat,220,104,153,6561
687,Eldena,52,Nnoc,0,0,0,0
688,Eldena,52,Ppip,0,1,0,2
689,Eldena,52,Paur,14,7,3,393
690,Eldena,52,Rhin,0,0,0,0
691,Eldena,53,Bbar,0,0,0,1
692,Eldena,53,Eser,0,0,0,0
693,Eldena,53,Mbec,0,0,0,1
694,Eldena,53,Mdas,0,2,0,3
695,Eldena,53,Mdau,91,114,29,2365
696,Eldena,53,Mema,0,1,0,2
697,Eldena,53,Mmyo,11,4,2,79
698,Eldena,53,Mbra,20,0,2,46
699,Eldena,53,Mnat,214,99,160,6561
700,Eldena,53,Nnoc,0,0,0,0
701,Eldena,53,Ppip,0,1,0,2
702,Eldena,53,Paur,13,7,4,393
703,Eldena,53,Rhin,0,0,0,0
704,Eldena,54,Bbar,0,0,0,1
705,Eldena,54,Eser,0,0,0,0
706,Eldena,54,Mbec,0,0,0,1
707,Eldena,54,Mdas,0,2,0,3
708,Eldena,54,Mdau,88,107,32,2365
709,Eldena,54,Mema,0,1,0,2
710,Eldena,54,Mmyo,10,4,2,79
711,Eldena,54,Mbra,19,0,3,46
712,Eldena,54,Mnat,209,94,170,6561
713,Eldena,54,Nnoc,0,0,0,0
714,Eldena,54,Ppip,0,1,0,2
715,Eldena,54,Paur,13,7,5,393
716,Eldena,54,Rhin,0,0,0,0
717,Eldena,55,Bbar,0,0,0,1
718,Eldena,55,Eser,0,0,0,0
719,Eldena,55,Mbec,0,0,0,1
720,Eldena,55,Mdas,0,2,0,3
721,Eldena,55,Mdau,88,100,38,2365
722,Eldena,55,Mema,0,1,0,2
723,Eldena,55,Mmyo,10,4,2,79
724,Eldena,55,Mbra,19,0,3,46
725,Eldena,55,Mnat,207,94,181,6561
726,Eldena,55,Nnoc,0,0,0,0
727,Eldena,55,Ppip,0,1,0,2
728,Eldena,55,Paur,13,7,5,393
729,Eldena,55,Rhin,0,0,0,0
730,Eldena,56,Bbar,0,0,0,1
731,Eldena,56,Eser,0,0,0,0
732,Eldena,56,Mbec,0,0,0,1
733,Eldena,56,Mdas,0,2,0,3
734,Eldena,56,Mdau,88,95,41,2365
735,Eldena,56,Mema,0,1,0,2
736,Eldena,56,Mmyo,9,4,2,79
737,Eldena,56,Mbra,19,0,3,46
738,Eldena,56,Mnat,203,93,187,6561
739,Eldena,56,Nnoc,0,0,0,0
740,Eldena,56,Ppip,0,1,0,2
741,Eldena,56,Paur,13,7,5,393
742,Eldena,56,Rhin,0,0,0,0
743,Eldena,57,Bbar,0,0,0,1
744,Eldena,57,Eser,0,0,0,0
745,Eldena,57,Mbec,0,0,0,1
746,Eldena,57,Mdas,0,2,0,3
747,Eldena,57,Mdau,87,90,42,2365
748,Eldena,57,Mema,0,1,0,2
749,Eldena,57,Mmyo,9,3,2,79
750,Eldena,57,Mbra,18,0,4,46
751,Eldena,57,Mnat,199,91,192,6561
752,Eldena,57,Nnoc,0,0,0,0
753,Eldena,57,Ppip,0,0,0,2
754,Eldena,57,Paur,12,7,5,393
755,Eldena,57,Rhin,0,0,0,0
756,Eldena,58,Bbar,0,0,0,1
757,Eldena,58,Eser,0,0,0,0
758,Eldena,58,Mbec,0,0,0,1
759,Eldena,58,Mdas,0,2,0,3
760,Eldena,58,Mdau,86,88,44,2365
761,Eldena,58,Mema,0,1,0,2
762,Eldena,58,Mmyo,9,3,3,79
763,Eldena,58,Mbra,18,0,4,46
764,Eldena,58,Mnat,197,88,200,6561
765,Eldena,58,Nnoc,0,0,0,0
766,Eldena,58,Ppip,0,0,0,2
767,Eldena,58,Paur,10,7,5,393
768,Eldena,58,Rhin,0,0,0,0
769,Eldena,59,Bbar,0,0,0,1
770,Eldena,59,Eser,0,0,0,0
771,Eldena,59,Mbec,0,0,0,1
772,Eldena,59,Mdas,0,1,0,3
773,Eldena,59,Mdau,84,83,50,2365
774,Eldena,59,Mema,0,1,0,2
775,Eldena,59,Mmyo,9,3,3,79
776,Eldena,59,Mbra,18,0,4,46
777,Eldena,59,Mnat,195,87,210,6561
778,Eldena,59,Nnoc,0,0,0,0
779,Eldena,59,Ppip,0,0,0,2
780,Eldena,59,Paur,10,7,5,393
781,Eldena,59,Rhin,0,0,0,0
782,Eldena,60,Bbar,0,0,0,1
783,Eldena,60,Eser,0,0,0,0
784,Eldena,60,Mbec,0,0,0,1
785,Eldena,60,Mdas,0,1,0,3
786,Eldena,60,Mdau,82,79,58,2365
787,Eldena,60,Mema,0,1,0,2
788,Eldena,60,Mmyo,9,2,4,79
789,Eldena,60,Mbra,17,0,4,46
790,Eldena,60,Mnat,193,86,224,6561
791,Eldena,60,Nnoc,0,0,0,0
792,Eldena,60,Ppip,0,0,0,2
793,Eldena,60,Paur,10,7,5,393
794,Eldena,60,Rhin,0,0,0,0
795,Eldena,61,Bbar,0,0,0,1
796,Eldena,61,Eser,0,0,0,0
797,Eldena,61,Mbec,0,0,0,1
798,Eldena,61,Mdas,0,1,0,3
799,Eldena,61,Mdau,82,75,64,2365
800,Eldena,61,Mema,0,1,0,2
801,Eldena,61,Mmyo,9,2,4,79
802,Eldena,61,Mbra,15,0,5,46
803,Eldena,61,Mnat,190,85,237,6561
804,Eldena,61,Nnoc,0,0,0,0
805,Eldena,61,Ppip,0,0,0,2
806,Eldena,61,Paur,10,7,7,393
807,Eldena,61,Rhin,0,0,0,0
808,Eldena,62,Bbar,0,0,0,1
809,Eldena,62,Eser,0,0,0,0
810,Eldena,62,Mbec,0,0,0,1
811,Eldena,62,Mdas,0,1,0,3
812,Eldena,62,Mdau,78,72,67,2365
813,Eldena,62,Mema,0,1,0,2
814,Eldena,62,Mmyo,9,2,5,79
815,Eldena,62,Mbra,14,0,5,46
816,Eldena,62,Mnat,188,81,243,6561
817,Eldena,62,Nnoc,0,0,0,0
818,Eldena,62,Ppip,0,0,0,2
819,Eldena,62,Paur,10,6,8,393
820,Eldena,62,Rhin,0,0,0,0
821,Eldena,63,Bbar,0,0,0,1
822,Eldena,63,Eser,0,0,0,0
823,Eldena,63,Mbec,0,0,0,1
824,Eldena,63,Mdas,0,1,0,3
825,Eldena,63,Mdau,76,66,71,2365
826,Eldena,63,Mema,0,1,0,2
827,Eldena,63,Mmyo,9,2,6,79
828,Eldena,63,Mbra,14,0,6,46
829,Eldena,63,Mnat,184,78,249,6561
830,Eldena,63,Nnoc,0,0,0,0
831,Eldena,63,Ppip,0,0,0,2
832,Eldena,63,Paur,8,6,8,393
833,Eldena,63,Rhin,0,0,0,0
834,Eldena,64,Bbar,0,0,0,1
835,Eldena,64,Eser,0,0,0,0
836,Eldena,64,Mbec,0,0,0,1
837,Eldena,64,Mdas,0,1,0,3
838,Eldena,64,Mdau,71,59,76,2365
839,Eldena,64,Mema,0,1,0,2
840,Eldena,64,Mmyo,9,2,6,79
841,Eldena,64,Mbra,12,0,6,46
842,Eldena,64,Mnat,179,74,259,6561
843,Eldena,64,Nnoc,0,0,0,0
844,Eldena,64,Ppip,0,0,0,2
845,Eldena,64,Paur,8,5,8,393
846,Eldena,64,Rhin,0,0,0,0
847,Eldena,65,Bbar,0,0,0,1
848,Eldena,65,Eser,0,0,0,0
849,Eldena,65,Mbec,0,0,0,1
850,Eldena,65,Mdas,0,1,0,3
851,Eldena,65,Mdau,70,58,79,2365
852,Eldena,65,Mema,0,1,0,2
853,Eldena,65,Mmyo,9,2,6,79
854,Eldena,65,Mbra,11,0,7,46
855,Eldena,65,Mnat,177,72,267,6561
856,Eldena,65,Nnoc,0,0,0,0
857,Eldena,65,Ppip,0,0,0,2
858,Eldena,65,Paur,7,3,8,393
859,Eldena,65,Rhin,0,0,0,0
860,Eldena,66,Bbar,0,0,0,1
861,Eldena,66,Eser,0,0,0,0
862,Eldena,66,Mbec,0,0,0,1
863,Eldena,66,Mdas,0,1,0,3
864,Eldena,66,Mdau,67,55,82,2365
865,Eldena,66,Mema,0,1,0,2
866,Eldena,66,Mmyo,9,2,6,79
867,Eldena,66,Mbra,11,0,7,46
868,Eldena,66,Mnat,173,70,275,6561
869,Eldena,66,Nnoc,0,0,0,0
870,Eldena,66,Ppip,0,0,0,2
871,Eldena,66,Paur,7,1,8,393
872,Eldena,66,Rhin,0,0,0,0
873,Eldena,67,Bbar,0,0,0,1
874,Eldena,67,Eser,0,0,0,0
875,Eldena,67,Mbec,0,0,0,1
876,Eldena,67,Mdas,0,0,0,3
877,Eldena,67,Mdau,63,52,84,2365
878,Eldena,67,Mema,0,1,0,2
879,Eldena,67,Mmyo,9,1,6,79
880,Eldena,67,Mbra,10,0,7,46
881,Eldena,67,Mnat,172,67,286,6561
882,Eldena,67,Nnoc,0,0,0,0
883,Eldena,67,Ppip,0,0,0,2
884,Eldena,67,Paur,7,1,9,393
885,Eldena,67,Rhin,0,0,0,0
886,Eldena,68,Bbar,0,0,0,1
887,Eldena,68,Eser,0,0,0,0
888,Eldena,68,Mbec,0,0,0,1
889,Eldena,68,Mdas,0,0,0,3
890,Eldena,68,Mdau,61,48,87,2365
891,Eldena,68,Mema,0,1,0,2
892,Eldena,68,Mmyo,8,1,7,79
893,Eldena,68,Mbra,10,0,7,46
894,Eldena,68,Mnat,169,64,300,6561
895,Eldena,68,Nnoc,0,0,0,0
896,Eldena,68,Ppip,0,0,0,2
897,Eldena,68,Paur,7,1,9,393
898,Eldena,68,Rhin,0,0,0,0
899,Eldena,69,Bbar,0,0,0,1
900,Eldena,69,Eser,0,0,0,0
901,Eldena,69,Mbec,0,0,0,1
902,Eldena,69,Mdas,0,0,0,3
903,Eldena,69,Mdau,61,41,96,2365
904,Eldena,69,Mema,0,1,0,2
905,Eldena,69,Mmyo,8,1,8,79
906,Eldena,69,Mbra,10,0,7,46
907,Eldena,69,Mnat,163,63,307,6561
908,Eldena,69,Nnoc,0,0,0,0
909,Eldena,69,Ppip,0,0,0,2
910,Eldena,69,Paur,5,1,9,393
911,Eldena,69,Rhin,0,0,0,0
912,Eldena,70,Bbar,0,0,0,1
913,Eldena,70,Eser,0,0,0,0
914,Eldena,70,Mbec,0,0,0,1
915,Eldena,70,Mdas,0,0,0,3
916,Eldena,70,Mdau,59,39,104,2365
917,Eldena,70,Mema,0,1,0,2
918,Eldena,70,Mmyo,8,1,8,79
919,Eldena,70,Mbra,10,0,7,46
920,Eldena,70,Mnat,161,61,323,6561
921,Eldena,70,Nnoc,0,0,0,0
922,Eldena,70,Ppip,0,0,0,2
923,Eldena,70,Paur,5,1,9,393
924,Eldena,70,Rhin,0,0,0,0
925,Eldena,71,Bbar,0,0,0,1
926,Eldena,71,Eser,0,0,0,0
927,Eldena,71,Mbec,0,0,0,1
928,Eldena,71,Mdas,0,0,0,3
929,Eldena,71,Mdau,59,33,110,2365
930,Eldena,71,Mema,0,1,0,2
931,Eldena,71,Mmyo,8,1,9,79
932,Eldena,71,Mbra,9,0,8,46
933,Eldena,71,Mnat,157,61,328,6561
934,Eldena,71,Nnoc,0,0,0,0
935,Eldena,71,Ppip,0,0,0,2
936,Eldena,71,Paur,4,1,9,393
937,Eldena,71,Rhin,0,0,0,0
938,Eldena,72,Bbar,0,0,0,1
939,Eldena,72,Eser,0,0,0,0
940,Eldena,72,Mbec,0,0,0,1
941,Eldena,72,Mdas,0,0,0,3
942,Eldena,72,Mdau,57,31,116,2365
943,Eldena,72,Mema,0,1,0,2
944,Eldena,72,Mmyo,6,1,10,79
945,Eldena,72,Mbra,9,0,8,46
946,Eldena,72,Mnat,156,56,344,6561
947,Eldena,72,Nnoc,0,0,0,0
948,Eldena,72,Ppip,0,0,0,2
949,Eldena,72,Paur,3,1,9,393
950,Eldena,72,Rhin,0,0,0,0
951,Eldena,73,Bbar,0,0,0,1
952,Eldena,73,Eser,0,0,0,0
953,Eldena,73,Mbec,0,0,0,1
954,Eldena,73,Mdas,0,0,0,3
955,Eldena,73,Mdau,57,31,126,2365
956,Eldena,73,Mema,0,1,0,2
957,Eldena,73,Mmyo,5,1,10,79
958,Eldena,73,Mbra,9,0,8,46
959,Eldena,73,Mnat,156,55,356,6561
960,Eldena,73,Nnoc,0,0,0,0
961,Eldena,73,Ppip,0,0,0,2
962,Eldena,73,Paur,3,1,9,393
963,Eldena,73,Rhin,0,0,0,0
964,Eldena,74,Bbar,0,0,0,1
965,Eldena,74,Eser,0,0,0,0
966,Eldena,74,Mbec,0,0,0,1
967,Eldena,74,Mdas,0,0,0,3
968,Eldena,74,Mdau,56,27,139,2365
969,Eldena,74,Mema,0,1,0,2
970,Eldena,74,Mmyo,4,0,13,79
971,Eldena,74,Mbra,8,0,8,46
972,Eldena,74,Mnat,152,53,373,6561
973,Eldena,74,Nnoc,0,0,0,0
974,Eldena,74,Ppip,0,0,0,2
975,Eldena,74,Paur,3,1,9,393
976,Eldena,74,Rhin,0,0,0,0
977,Eldena,75,Bbar,0,0,0,1
978,Eldena,75,Eser,0,0,0,0
979,Eldena,75,Mbec,0,0,0,1
980,Eldena,75,Mdas,0,0,0,3
981,Eldena,75,Mdau,54,26,148,2365
982,Eldena,75,Mema,0,1,0,2
983,Eldena,75,Mmyo,4,0,14,79
984,Eldena,75,Mbra,8,0,9,46
985,Eldena,75,Mnat,151,51,389,6561
986,Eldena,75,Nnoc,0,0,0,0
987,Eldena,75,Ppip,0,0,0,2
988,Eldena,75,Paur,2,0,9,393
989,Eldena,75,Rhin,0,0,0,0
990,Eldena,76,Bbar,0,0,0,1
991,Eldena,76,Eser,0,0,0,0
992,Eldena,76,Mbec,0,0,0,1
993,Eldena,76,Mdas,0,0,0,3
994,Eldena,76,Mdau,54,26,152,2365
995,Eldena,76,Mema,0,1,0,2
996,Eldena,76,Mmyo,4,0,14,79
997,Eldena,76,Mbra,8,0,9,46
998,Eldena,76,Mnat,151,51,404,6561
999,Eldena,76,Nnoc,0,0,0,0
1000,Eldena,76,Ppip,0,0,0,2
1001,Eldena,76,Paur,2,0,10,393
1002,Eldena,76,Rhin,0,0,0,0
1003,Eldena,77,Bbar,0,0,0,1
1004,Eldena,77,Eser,0,0,0,0
1005,Eldena,77,Mbec,0,0,0,1
1006,Eldena,77,Mdas,0,0,0,3
1007,Eldena,77,Mdau,53,22,158,2365
1008,Eldena,77,Mema,0,1,0,2
1009,Eldena,77,Mmyo,4,0,14,79
1010,Eldena,77,Mbra,7,0,9,46
1011,Eldena,77,Mnat,148,50,423,6561
1012,Eldena,77,Nnoc,0,0,0,0
1013,Eldena,77,Ppip,0,0,0,2
1014,Eldena,77,Paur,2,0,10,393
1015,Eldena,77,Rhin,0,0,0,0
1016,Eldena,78,Bbar,0,0,0,1
1017,Eldena,78,Eser,0,0,0,0
1018,Eldena,78,Mbec,0,0,0,1
1019,Eldena,78,Mdas,0,0,0,3
1020,Eldena,78,Mdau,51,20,169,2365
1021,Eldena,78,Mema,0,1,0,2
1022,Eldena,78,Mmyo,4,0,15,79
1023,Eldena,78,Mbra,7,0,9,46
1024,Eldena,78,Mnat,146,48,434,6561
1025,Eldena,78,Nnoc,0,0,0,0
1026,Eldena,78,Ppip,0,0,0,2
1027,Eldena,78,Paur,2,0,11,393
1028,Eldena,78,Rhin,0,0,0,0
1029,Eldena,79,Bbar,0,0,0,1
1030,Eldena,79,Eser,0,0,0,0
1031,Eldena,79,Mbec,0,0,0,1
1032,Eldena,79,Mdas,0,0,0,3
1033,Eldena,79,Mdau,49,19,177,2365
1034,Eldena,79,Mema,0,1,0,2
1035,Eldena,79,Mmyo,3,0,15,79
1036,Eldena,79,Mbra,7,0,9,46
1037,Eldena,79,Mnat,145,45,456,6561
1038,Eldena,79,Nnoc,0,0,0,0
1039,Eldena,79,Ppip,0,0,0,2
1040,Eldena,79,Paur,2,0,12,393
1041,Eldena,79,Rhin,0,0,0,0
1042,Eldena,80,Bbar,0,0,0,1
1043,Eldena,80,Eser,0,0,0,0
1044,Eldena,80,Mbec,0,0,0,1
1045,Eldena,80,Mdas,0,0,0,3
1046,Eldena,80,Mdau,48,18,187,2365
1047,Eldena,80,Mema,0,1,0,2
1048,Eldena,80,Mmyo,3,0,18,79
1049,Eldena,80,Mbra,6,0,10,46
1050,Eldena,80,Mnat,145,44,469,6561
1051,Eldena,80,Nnoc,0,0,0,0
1052,Eldena,80,Ppip,0,0,0,2
1053,Eldena,80,Paur,2,0,13,393
1054,Eldena,80,Rhin,0,0,0,0
1055,Eldena,81,Bbar,0,0,0,1
1056,Eldena,81,Eser,0,0,0,0
1057,Eldena,81,Mbec,0,0,0,1
1058,Eldena,81,Mdas,0,0,0,3
1059,Eldena,81,Mdau,45,17,202,2365
1060,Eldena,81,Mema,0,1,0,2
1061,Eldena,81,Mmyo,3,0,20,79
1062,Eldena,81,Mbra,6,0,10,46
1063,Eldena,81,Mnat,144,41,492,6561
1064,Eldena,81,Nnoc,0,0,0,0
1065,Eldena,81,Ppip,0,0,0,2
1066,Eldena,81,Paur,2,0,13,393
1067,Eldena,81,Rhin,0,0,0,0
1068,Eldena,82,Bbar,0,0,0,1
1069,Eldena,82,Eser,0,0,0,0
1070,Eldena,82,Mbec,0,0,0,1
1071,Eldena,82,Mdas,0,0,0,3
1072,Eldena,82,Mdau,45,15,211,2365
1073,Eldena,82,Mema,0,0,0,2
1074,Eldena,82,Mmyo,3,0,21,79
1075,Eldena,82,Mbra,3,0,11,46
1076,Eldena,82,Mnat,144,41,506,6561
1077,Eldena,82,Nnoc,0,0,0,0
1078,Eldena,82,Ppip,0,0,0,2
1079,Eldena,82,Paur,2,0,13,393
1080,Eldena,82,Rhin,0,0,0,0
1081,Eldena,83,Bbar,0,0,0,1
1082,Eldena,83,Eser,0,0,0,0
1083,Eldena,83,Mbec,0,0,0,1
1084,Eldena,83,Mdas,0,0,0,3
1085,Eldena,83,Mdau,44,15,222,2365
1086,Eldena,83,Mema,0,0,0,2
1087,Eldena,83,Mmyo,3,0,21,79
1088,Eldena,83,Mbra,3,0,12,46
1089,Eldena,83,Mnat,144,40,528,6561
1090,Eldena,83,Nnoc,0,0,0,0
1091,Eldena,83,Ppip,0,0,0,2
1092,Eldena,83,Paur,2,0,14,393
1093,Eldena,83,Rhin,0,0,0,0
1094,Eldena,84,Bbar,0,0,0,1
1095,Eldena,84,Eser,0,0,0,0
1096,Eldena,84,Mbec,0,0,0,1
1097,Eldena,84,Mdas,0,0,0,3
1098,Eldena,84,Mdau,42,15,232,2365
1099,Eldena,84,Mema,0,0,0,2
1100,Eldena,84,Mmyo,3,0,23,79
1101,Eldena,84,Mbra,3,0,13,46
1102,Eldena,84,Mnat,144,38,559,6561
1103,Eldena,84,Nnoc,0,0,0,0
1104,Eldena,84,Ppip,0,0,0,2
1105,Eldena,84,Paur,2,0,14,393
1106,Eldena,84,Rhin,0,0,0,0
1107,Eldena,85,Bbar,0,0,0,1
1108,Eldena,85,Eser,0,0,0,0
1109,Eldena,85,Mbec,0,0,0,1
1110,Eldena,85,Mdas,0,0,0,3
1111,Eldena,85,Mdau,42,15,240,2365
1112,Eldena,85,Mema,0,0,0,2
1113,Eldena,85,Mmyo,2,0,25,79
1114,Eldena,85,Mbra,3,0,13,46
1115,Eldena,85,Mnat,144,37,586,6561
1116,Eldena,85,Nnoc,0,0,0,0
1117,Eldena,85,Ppip,0,0,0,2
1118,Eldena,85,Paur,2,0,14,393
1119,Eldena,85,Rhin,0,0,0,0
1120,Eldena,86,Bbar,0,0,0,1
1121,Eldena,86,Eser,0,0,0,0
1122,Eldena,86,Mbec,0,0,0,1
1123,Eldena,86,Mdas,0,0,0,3
1124,Eldena,86,Mdau,41,11,255,2365
1125,Eldena,86,Mema,0,0,0,2
1126,Eldena,86,Mmyo,2,0,26,79
1127,Eldena,86,Mbra,3,0,13,46
1128,Eldena,86,Mnat,140,36,613,6561
1129,Eldena,86,Nnoc,0,0,0,0
1130,Eldena,86,Ppip,0,0,0,2
1131,Eldena,86,Paur,2,0,15,393
1132,Eldena,86,Rhin,0,0,0,0
1133,Eldena,87,Bbar,0,0,0,1
1134,Eldena,87,Eser,0,0,0,0
1135,Eldena,87,Mbec,0,0,0,1
1136,Eldena,87,Mdas,0,0,0,3
1137,Eldena,87,Mdau,40,11,269,2365
1138,Eldena,87,Mema,0,0,0,2
1139,Eldena,87,Mmyo,2,0,29,79
1140,Eldena,87,Mbra,3,0,13,46
1141,Eldena,87,Mnat,140,35,634,6561
1142,Eldena,87,Nnoc,0,0,0,0
1143,Eldena,87,Ppip,0,0,0,2
1144,Eldena,87,Paur,2,0,15,393
1145,Eldena,87,Rhin,0,0,0,0
1146,Eldena,88,Bbar,0,0,0,1
1147,Eldena,88,Eser,0,0,0,0
1148,Eldena,88,Mbec,0,0,0,1
1149,Eldena,88,Mdas,0,0,0,3
1150,Eldena,88,Mdau,37,10,284,2365
1151,Eldena,88,Mema,0,0,0,2
1152,Eldena,88,Mmyo,1,0,30,79
1153,Eldena,88,Mbra,3,0,13,46
1154,Eldena,88,Mnat,139,31,654,6561
1155,Eldena,88,Nnoc,0,0,0,0
1156,Eldena,88,Ppip,0,0,0,2
1157,Eldena,88,Paur,2,0,15,393
1158,Eldena,88,Rhin,0,0,0,0
1159,Eldena,89,Bbar,0,0,0,1
1160,Eldena,89,Eser,0,0,0,0
1161,Eldena,89,Mbec,0,0,0,1
1162,Eldena,89,Mdas,0,0,0,3
1163,Eldena,89,Mdau,37,10,298,2365
1164,Eldena,89,Mema,0,0,0,2
1165,Eldena,89,Mmyo,1,0,31,79
1166,Eldena,89,Mbra,3,0,13,46
1167,Eldena,89,Mnat,139,31,683,6561
1168,Eldena,89,Nnoc,0,0,0,0
1169,Eldena,89,Ppip,0,0,0,2
1170,Eldena,89,Paur,2,0,15,393
1171,Eldena,89,Rhin,0,0,0,0
1172,Eldena,90,Bbar,0,0,0,1
1173,Eldena,90,Eser,0,0,0,0
1174,Eldena,90,Mbec,0,0,0,1
1175,Eldena,90,Mdas,0,0,0,3
1176,Eldena,90,Mdau,32,10,312,2365
1177,Eldena,90,Mema,0,0,0,2
1178,Eldena,90,Mmyo,1,0,34,79
1179,Eldena,90,Mbra,3,0,14,46
1180,Eldena,90,Mnat,139,26,710,6561
1181,Eldena,90,Nnoc,0,0,0,0
1182,Eldena,90,Ppip,0,0,0,2
1183,Eldena,90,Paur,2,0,15,393
1184,Eldena,90,Rhin,0,0,0,0
1185,Eldena,91,Bbar,0,0,0,1
1186,Eldena,91,Eser,0,0,0,0
1187,Eldena,91,Mbec,0,0,0,1
1188,Eldena,91,Mdas,0,0,0,3
1189,Eldena,91,Mdau,31,9,339,2365
1190,Eldena,91,Mema,0,0,0,2
1191,Eldena,91,Mmyo,1,0,35,79
1192,Eldena,91,Mbra,3,0,15,46
1193,Eldena,91,Mnat,138,25,736,6561
1194,Eldena,91,Nnoc,0,0,0,0
1195,Eldena,91,Ppip,0,0,0,2
1196,Eldena,91,Paur,2,0,15,393
1197,Eldena,91,Rhin,0,0,0,0
1198,Eldena,92,Bbar,0,0,0,1
1199,Eldena,92,Eser,0,0,0,0
1200,Eldena,92,Mbec,0,0,0,1
1201,Eldena,92,Mdas,0,0,0,3
1202,Eldena,92,Mdau,31,9,368,2365
1203,Eldena,92,Mema,0,0,0,2
1204,Eldena,92,Mmyo,1,0,36,79
1205,Eldena,92,Mbra,3,0,15,46
1206,Eldena,92,Mnat,138,24,766,6561
1207,Eldena,92,Nnoc,0,0,0,0
1208,Eldena,92,Ppip,0,0,0,2
1209,Eldena,92,Paur,1,0,15,393
1210,Eldena,92,Rhin,0,0,0,0
1211,Eldena,93,Bbar,0,0,0,1
1212,Eldena,93,Eser,0,0,0,0
1213,Eldena,93,Mbec,0,0,0,1
1214,Eldena,93,Mdas,0,0,0,3
1215,Eldena,93,Mdau,30,7,397,2365
1216,Eldena,93,Mema,0,0,0,2
1217,Eldena,93,Mmyo,1,0,38,79
1218,Eldena,93,Mbra,3,0,16,46
1219,Eldena,93,Mnat,136,23,799,6561
1220,Eldena,93,Nnoc,0,0,0,0
1221,Eldena,93,Ppip,0,0,0,2
1222,Eldena,93,Paur,1,0,16,393
1223,Eldena,93,Rhin,0,0,0,0
1224,Eldena,94,Bbar,0,0,0,1
1225,Eldena,94,Eser,0,0,0,0
1226,Eldena,94,Mbec,0,0,0,1
1227,Eldena,94,Mdas,0,0,0,3
1228,Eldena,94,Mdau,29,6,417,2365
1229,Eldena,94,Mema,0,0,0,2
1230,Eldena,94,Mmyo,1,0,43,79
1231,Eldena,94,Mbra,3,0,16,46
1232,Eldena,94,Mnat,135,22,853,6561
1233,Eldena,94,Nnoc,0,0,0,0
1234,Eldena,94,Ppip,0,0,0,2
1235,Eldena,94,Paur,1,0,17,393
1236,Eldena,94,Rhin,0,0,0,0
1237,Eldena,95,Bbar,0,0,0,1
1238,Eldena,95,Eser,0,0,0,0
1239,Eldena,95,Mbec,0,0,0,1
1240,Eldena,95,Mdas,0,0,0,3
1241,Eldena,95,Mdau,25,5,443,2365
1242,Eldena,95,Mema,0,0,0,2
1243,Eldena,95,Mmyo,1,0,44,79
1244,Eldena,95,Mbra,3,0,16,46
1245,Eldena,95,Mnat,134,18,920,6561
1246,Eldena,95,Nnoc,0,0,0,0
1247,Eldena,95,Ppip,0,0,0,2
1248,Eldena,95,Paur,1,0,18,393
1249,Eldena,95,Rhin,0,0,0,0
1250,Eldena,96,Bbar,0,0,0,1
1251,Eldena,96,Eser,0,0,0,0
