,site,th,species,FN,FP,below_th,total
597,Batzbach,45,Ppip,0,1,0,2
598,Batzbach,45,Paur,8,32,0,2228
599,Batzbach,45,Rhin,0,3,0,7
600,Batzbach,46,Bbar,0,3,0,7
601,Batzbach,46,Eser,0,6,0,7
602,Batzbach,46,Mbec,99,221,18,12161
603,Batzbach,46,Mdas,0,43,0,56
604,Batzbach,46,Mdau,51,83,13,2817
605,Batzbach,46,Mema,0,6,0,13
606,Batzbach,46,Mmyo,30,41,4,1735
607,Batzbach,46,Mbra,53,16,11,1403
608,Batzbach,46,Mnat,288,57,71,19494
609,Batzbach,46,Nnoc,0,1,0,2
610,Batzbach,46,Ppip,0,1,0,2
611,Batzbach,46,Paur,8,32,0,2228
612,Batzbach,46,Rhin,0,3,0,7
613,Batzbach,47,Bbar,0,3,0,7
614,Batzbach,47,Eser,0,6,0,7
615,Batzbach,47,Mbec,98,218,19,12161
616,Batzbach,47,Mdas,0,42,0,56
617,Batzbach,47,Mdau,51,81,14,2817
618,Batzbach,47,Mema,0,6,0,13
619,Batzbach,47,Mmyo,30,41,4,1735
620,Batzbach,47,Mbra,52,16,13,1403
621,Batzbach,47,Mnat,283,56,77,19494
622,Batzbach,47,Nnoc,0,0,0,2
623,Batzbach,47,Ppip,0,1,0,2
624,Batzbach,47,Paur,8,32,0,2228
625,Batzbach,47,Rhin,0,3,0,7
626,Batzbach,48,Bbar,0,3,0,7
627,Batzbach,48,Eser,0,6,0,7
628,Batzbach,48,Mbec,95,216,19,12161
629,Batzbach,48,Mdas,0,40,0,56
630,Batzbach,48,Mdau,50,78,18,2817
631,Batzbach,48,Mema,0,6,0,13
632,Batzbach,48,Mmyo,30,38,4,1735
633,Batzbach,48,Mbra,49,15,15,1403
634,Batzbach,48,Mnat,276,53,93,19494
635,Batzbach,48,Nnoc,0,0,0,2
636,Batzbach,48,Ppip,0,1,0,2
637,Batzbach,48,Paur,8,32,0,2228
638,Batzbach,48,Rhin,0,3,0,7
639,Batzbach,49,Bbar,0,3,0,7
640,Batzbach,49,Eser,0,4,0,7
641,Batzbach,49,Mbec,95,208,22,12161
642,Batzbach,49,Mdas,0,40,0,56
643,Batzbach,49,Mdau,50,75,21,2817
644,Batzbach,49,Mema,0,6,0,13
645,Batzbach,49,Mmyo,29,35,4,1735
646,Batzbach,49,Mbra,46,15,18,1403
647,Batzbach,49,Mnat,264,53,111,19494
648,Batzbach,49,Nnoc,0,0,0,2
649,Batzbach,49,Ppip,0,1,0,2
650,Batzbach,49,Paur,8,32,1,2228
651,Batzbach,49,Rhin,0,3,0,7
652,Batzbach,50,Bbar,0,3,0,7
653,Batzbach,50,Eser,0,4,0,7
654,Batzbach,50,Mbec,91,199,26,12161
655,Batzbach,50,Mdas,0,40,0,56
656,Batzbach,50,Mdau,49,72,23,2817
657,Batzbach,50,Mema,0,6,0,13
658,Batzbach,50,Mmyo,29,34,4,1735
659,Batzbach,50,Mbra,45,14,18,1403
660,Batzbach,50,Mnat,253,51,133,19494
661,Batzbach,50,Nnoc,0,0,0,2
662,Batzbach,50,Ppip,0,1,0,2
663,Batzbach,50,Paur,8,31,1,2228
664,Batzbach,50,Rhin,0,3,0,7
665,Batzbach,51,Bbar,0,3,0,7
666,Batzbach,51,Eser,0,4,0,7
667,Batzbach,51,Mbec,89,190,29,12161
668,Batzbach,51,Mdas,0,39,0,56
669,Batzbach,51,Mdau,48,65,27,2817
670,Batzbach,51,Mema,0,5,0,13
671,Batzbach,51,Mmyo,28,31,5,1735
672,Batzbach,51,Mbra,44,14,19,1403
673,Batzbach,51,Mnat,234,49,160,19494
674,Batzbach,51,Nnoc,0,0,0,2
675,Batzbach,51,Ppip,0,1,0,2
676,Batzbach,51,Paur,8,30,1,2228
677,Batzbach,51,Rhin,0,3,0,7
678,Batzbach,52,Bbar,0,3,0,7
679,Batzbach,52,Eser,0,4,0,7
680,Batzbach,52,Mbec,84,175,30,12161
681,Batzbach,52,Mdas,0,37,0,56
682,Batzbach,52,Mdau,47,62,27,2817
683,Batzbach,52,Mema,0,5,0,13
684,Batzbach,52,Mmyo,28,28,5,1735
685,Batzbach,52,Mbra,42,14,23,1403
686,Batzbach,52,Mnat,214,46,187,19494
687,Batzbach,52,Nnoc,0,0,0,2
688,Batzbach,52,Ppip,0,1,0,2
689,Batzbach,52,Paur,8,28,2,2228
690,Batzbach,52,Rhin,0,3,0,7
691,Batzbach,53,Bbar,0,3,0,7
692,Batzbach,53,Eser,0,4,0,7
693,Batzbach,53,Mbec,81,170,33,12161
694,Batzbach,53,Mdas,0,36,0,56
695,Batzbach,53,Mdau,44,59,32,2817
696,Batzbach,53,Mema,0,5,0,13
697,Batzbach,53,Mmyo,28,25,5,1735
698,Batzbach,53,Mbra,41,12,26,1403
699,Batzbach,53,Mnat,204,46,218,19494
700,Batzbach,53,Nnoc,0,0,0,2
701,Batzbach,53,Ppip,0,1,0,2
702,Batzbach,53,Paur,8,25,2,2228
703,Batzbach,53,Rhin,0,2,0,7
704,Batzbach,54,Bbar,0,3,0,7
705,Batzbach,54,Eser,0,3,0,7
706,Batzbach,54,Mbec,80,161,36,12161
707,Batzbach,54,Mdas,0,33,0,56
708,Batzbach,54,Mdau,41,57,34,2817
709,Batzbach,54,Mema,0,4,0,13
710,Batzbach,54,Mmyo,27,24,6,1735
711,Batzbach,54,Mbra,39,12,31,1403
712,Batzbach,54,Mnat,193,46,251,19494
713,Batzbach,54,Nnoc,0,0,0,2
714,Batzbach,54,Ppip,0,1,0,2
715,Batzbach,54,Paur,8,24,2,2228
716,Batzbach,54,Rhin,0,2,0,7
717,Batzbach,55,Bbar,0,3,0,7
718,Batzbach,55,Eser,0,3,0,7
719,Batzbach,55,Mbec,78,154,46,12161
720,Batzbach,55,Mdas,0,32,0,56
721,Batzbach,55,Mdau,41,55,42,2817
722,Batzbach,55,Mema,0,4,0,13
723,Batzbach,55,Mmyo,27,21,6,1735
724,Batzbach,55,Mbra,38,12,35,1403
725,Batzbach,55,Mnat,181,45,287,19494
726,Batzbach,55,Nnoc,0,0,0,2
727,Batzbach,55,Ppip,0,1,0,2
728,Batzbach,55,Paur,8,23,3,2228
729,Batzbach,55,Rhin,0,2,0,7
730,Batzbach,56,Bbar,0,3,0,7
731,Batzbach,56,Eser,0,3,0,7
732,Batzbach,56,Mbec,77,145,51,12161
733,Batzbach,56,Mdas,0,30,0,56
734,Batzbach,56,Mdau,39,53,45,2817
735,Batzbach,56,Mema,0,3,0,13
736,Batzbach,56,Mmyo,27,19,7,1735
737,Batzbach,56,Mbra,36,12,39,1403
738,Batzbach,56,Mnat,167,44,325,19494
739,Batzbach,56,Nnoc,0,0,0,2
740,Batzbach,56,Ppip,0,1,0,2
741,Batzbach,56,Paur,8,23,3,2228
742,Batzbach,56,Rhin,0,0,0,7
743,Batzbach,57,Bbar,0,3,0,7
744,Batzbach,57,Eser,0,2,0,7
745,Batzbach,57,Mbec,73,136,56,12161
746,Batzbach,57,Mdas,0,24,0,56
747,Batzbach,57,Mdau,35,51,56,2817
748,Batzbach,57,Mema,0,2,0,13
749,Batzbach,57,Mmyo,27,17,7,1735
750,Batzbach,57,Mbra,33,12,43,1403
751,Batzbach,57,Mnat,156,44,354,19494
752,Batzbach,57,Nnoc,0,0,0,2
753,Batzbach,57,Ppip,0,1,0,2
754,Batzbach,57,Paur,8,21,3,2228
755,Batzbach,57,Rhin,0,0,0,7
756,Batzbach,58,Bbar,0,3,0,7
757,Batzbach,58,Eser,0,2,0,7
758,Batzbach,58,Mbec,72,130,61,12161
759,Batzbach,58,Mdas,0,23,0,56
760,Batzbach,58,Mdau,34,47,61,2817
761,Batzbach,58,Mema,0,2,0,13
762,Batzbach,58,Mmyo,27,16,8,1735
763,Batzbach,58,Mbra,33,12,45,1403
764,Batzbach,58,Mnat,146,44,390,19494
765,Batzbach,58,Nnoc,0,0,0,2
766,Batzbach,58,Ppip,0,1,0,2
767,Batzbach,58,Paur,8,21,3,2228
768,Batzbach,58,Rhin,0,0,0,7
769,Batzbach,59,Bbar,0,2,0,7
770,Batzbach,59,Eser,0,1,0,7
771,Batzbach,59,Mbec,69,124,65,12161
772,Batzbach,59,Mdas,0,23,0,56
773,Batzbach,59,Mdau,33,45,68,2817
774,Batzbach,59,Mema,0,1,0,13
775,Batzbach,59,Mmyo,27,15,8,1735
776,Batzbach,59,Mbra,32,11,46,1403
777,Batzbach,59,Mnat,137,43,433,19494
778,Batzbach,59,Nnoc,0,0,0,2
779,Batzbach,59,Ppip,0,1,0,2
780,Batzbach,59,Paur,8,21,3,2228
781,Batzbach,59,Rhin,0,0,0,7
782,Batzbach,60,Bbar,0,1,0,7
783,Batzbach,60,Eser,0,1,0,7
784,Batzbach,60,Mbec,65,114,71,12161
785,Batzbach,60,Mdas,0,20,0,56
786,Batzbach,60,Mdau,31,44,73,2817
787,Batzbach,60,Mema,0,1,0,13
788,Batzbach,60,Mmyo,27,14,9,1735
789,Batzbach,60,Mbra,31,11,49,1403
790,Batzbach,60,Mnat,125,42,478,19494
791,Batzbach,60,Nnoc,0,0,0,2
792,Batzbach,60,Ppip,0,1,0,2
793,Batzbach,60,Paur,8,19,3,2228
794,Batzbach,60,Rhin,0,0,0,7
795,Batzbach,61,Bbar,0,1,0,7
796,Batzbach,61,Eser,0,1,0,7
797,Batzbach,61,Mbec,64,109,76,12161
798,Batzbach,61,Mdas,0,19,0,56
799,Batzbach,61,Mdau,30,43,76,2817
800,Batzbach,61,Mema,0,1,0,13
801,Batzbach,61,Mmyo,27,12,11,1735
802,Batzbach,61,Mbra,30,10,53,1403
803,Batzbach,61,Mnat,116,41,528,19494
804,Batzbach,61,Nnoc,0,0,0,2
805,Batzbach,61,Ppip,0,1,0,2
806,Batzbach,61,Paur,8,19,3,2228
807,Batzbach,61,Rhin,0,0,0,7
808,Batzbach,62,Bbar,0,1,0,7
809,Batzbach,62,Eser,0,1,0,7
810,Batzbach,62,Mbec,63,100,84,12161
811,Batzbach,62,Mdas,0,15,0,56
812,Batzbach,62,Mdau,26,41,85,2817
813,Batzbach,62,Mema,0,1,0,13
814,Batzbach,62,Mmyo,27,12,14,1735
815,Batzbach,62,Mbra,29,9,57,1403
816,Batzbach,62,Mnat,105,40,579,19494
817,Batzbach,62,Nnoc,0,0,0,2
818,Batzbach,62,Ppip,0,1,0,2
819,Batzbach,62,Paur,8,19,3,2228
820,Batzbach,62,Rhin,0,0,0,7
821,Batzbach,63,Bbar,0,1,0,7
822,Batzbach,63,Eser,0,1,0,7
823,Batzbach,63,Mbec,61,96,87,12161
824,Batzbach,63,Mdas,0,15,0,56
825,Batzbach,63,Mdau,26,41,89,2817
826,Batzbach,63,Mema,0,1,0,13
827,Batzbach,63,Mmyo,27,12,17,1735
828,Batzbach,63,Mbra,29,9,60,1403
829,Batzbach,63,Mnat,101,39,636,19494
830,Batzbach,63,Nnoc,0,0,0,2
831,Batzbach,63,Ppip,0,1,0,2
832,Batzbach,63,Paur,8,19,3,2228
833,Batzbach,63,Rhin,0,0,0,7
834,Batzbach,64,Bbar,0,1,0,7
835,Batzbach,64,Eser,0,1,0,7
836,Batzbach,64,Mbec,61,90,89,12161
837,Batzbach,64,Mdas,0,14,0,56
838,Batzbach,64,Mdau,24,38,94,2817
839,Batzbach,64,Mema,0,1,0,13
840,Batzbach,64,Mmyo,27,12,17,1735
841,Batzbach,64,Mbra,27,8,62,1403
842,Batzbach,64,Mnat,93,38,700,19494
843,Batzbach,64,Nnoc,0,0,0,2
844,Batzbach,64,Ppip,0,1,0,2
845,Batzbach,64,Paur,8,19,3,2228
846,Batzbach,64,Rhin,0,0,0,7
847,Batzbach,65,Bbar,0,1,0,7
848,Batzbach,65,Eser,0,1,0,7
849,Batzbach,65,Mbec,58,83,97,12161
850,Batzbach,65,Mdas,0,12,0,56
851,Batzbach,65,Mdau,21,37,102,2817
852,Batzbach,65,Mema,0,1,0,13
853,Batzbach,65,Mmyo,26,11,20,1735
854,Batzbach,65,Mbra,27,7,63,1403
855,Batzbach,65,Mnat,85,36,770,19494
856,Batzbach,65,Nnoc,0,0,0,2
857,Batzbach,65,Ppip,0,1,0,2
858,Batzbach,65,Paur,8,18,3,2228
859,Batzbach,65,Rhin,0,0,0,7
860,Batzbach,66,Bbar,0,1,0,7
861,Batzbach,66,Eser,0,1,0,7
862,Batzbach,66,Mbec,53,80,106,12161
863,Batzbach,66,Mdas,0,10,0,56
864,Batzbach,66,Mdau,19,34,106,2817
865,Batzbach,66,Mema,0,1,0,13
866,Batzbach,66,Mmyo,26,9,21,1735
867,Batzbach,66,Mbra,25,7,68,1403
868,Batzbach,66,Mnat,80,33,832,19494
869,Batzbach,66,Nnoc,0,0,0,2
870,Batzbach,66,Ppip,0,1,0,2
871,Batzbach,66,Paur,8,18,3,2228
872,Batzbach,66,Rhin,0,0,0,7
873,Batzbach,67,Bbar,0,1,0,7
874,Batzbach,67,Eser,0,0,0,7
875,Batzbach,67,Mbec,52,76,113,12161
876,Batzbach,67,Mdas,0,8,0,56
877,Batzbach,67,Mdau,18,32,112,2817
878,Batzbach,67,Mema,0,1,0,13
879,Batzbach,67,Mmyo,26,9,25,1735
880,Batzbach,67,Mbra,23,7,72,1403
881,Batzbach,67,Mnat,74,32,905,19494
882,Batzbach,67,Nnoc,0,0,0,2
883,Batzbach,67,Ppip,0,1,0,2
884,Batzbach,67,Paur,8,18,3,2228
885,Batzbach,67,Rhin,0,0,0,7
886,Batzbach,68,Bbar,0,1,0,7
887,Batzbach,68,Eser,0,0,0,7
888,Batzbach,68,Mbec,52,72,122,12161
889,Batzbach,68,Mdas,0,6,0,56
890,Batzbach,68,Mdau,16,31,128,2817
891,Batzbach,68,Mema,0,1,0,13
892,Batzbach,68,Mmyo,26,9,30,1735
893,Batzbach,68,Mbra,23,7,77,1403
894,Batzbach,68,Mnat,69,32,977,19494
895,Batzbach,68,Nnoc,0,0,0,2
896,Batzbach,68,Ppip,0,1,0,2
897,Batzbach,68,Paur,8,18,3,2228
898,Batzbach,68,Rhin,0,0,0,7
899,Batzbach,69,Bbar,0,1,0,7
900,Batzbach,69,Eser,0,0,0,7
901,Batzbach,69,Mbec,51,68,127,12161
902,Batzbach,69,Mdas,0,6,0,56
903,Batzbach,69,Mdau,16,30,147,2817
904,Batzbach,69,Mema,0,1,0,13
905,Batzbach,69,Mmyo,26,9,31,1735
906,Batzbach,69,Mbra,23,7,82,1403
907,Batzbach,69,Mnat,64,31,1071,19494
908,Batzbach,69,Nnoc,0,0,0,2
909,Batzbach,69,Ppip,0,1,0,2
910,Batzbach,69,Paur,8,18,3,2228
911,Batzbach,69,Rhin,0,0,0,7
912,Batzbach,70,Bbar,0,1,0,7
913,Batzbach,70,Eser,0,0,0,7
914,Batzbach,70,Mbec,50,65,140,12161
915,Batzbach,70,Mdas,0,6,0,56
916,Batzbach,70,Mdau,16,28,158,2817
917,Batzbach,70,Mema,0,1,0,13
918,Batzbach,70,Mmyo,26,9,32,1735
919,Batzbach,70,Mbra,22,7,86,1403
920,Batzbach,70,Mnat,60,30,1145,19494
921,Batzbach,70,Nnoc,0,0,0,2
922,Batzbach,70,Ppip,0,1,0,2
923,Batzbach,70,Paur,8,18,4,2228
924,Batzbach,70,Rhin,0,0,0,7
925,Batzbach,71,Bbar,0,1,0,7
926,Batzbach,71,Eser,0,0,0,7
927,Batzbach,71,Mbec,50,64,150,12161
928,Batzbach,71,Mdas,0,4,0,56
929,Batzbach,71,Mdau,14,28,173,2817
930,Batzbach,71,Mema,0,1,0,13
931,Batzbach,71,Mmyo,26,9,36,1735
932,Batzbach,71,Mbra,21,6,93,1403
933,Batzbach,71,Mnat,59,30,1244,19494
934,Batzbach,71,Nnoc,0,0,0,2
935,Batzbach,71,Ppip,0,1,0,2
936,Batzbach,71,Paur,8,18,4,2228
937,Batzbach,71,Rhin,0,0,0,7
938,Batzbach,72,Bbar,0,1,0,7
939,Batzbach,72,Eser,0,0,0,7
940,Batzbach,72,Mbec,49,63,163,12161
941,Batzbach,72,Mdas,0,3,0,56
942,Batzbach,72,Mdau,13,27,187,2817
943,Batzbach,72,Mema,0,1,0,13
944,Batzbach,72,Mmyo,26,9,38,1735
945,Batzbach,72,Mbra,20,6,98,1403
946,Batzbach,72,Mnat,58,29,1327,19494
947,Batzbach,72,Nnoc,0,0,0,2
948,Batzbach,72,Ppip,0,1,0,2
949,Batzbach,72,Paur,8,18,4,2228
950,Batzbach,72,Rhin,0,0,0,7
951,Batzbach,73,Bbar,0,1,0,7
952,Batzbach,73,Eser,0,0,0,7
953,Batzbach,73,Mbec,47,61,167,12161
954,Batzbach,73,Mdas,0,3,0,56
955,Batzbach,73,Mdau,13,25,195,2817
956,Batzbach,73,Mema,0,1,0,13
957,Batzbach,73,Mmyo,25,9,42,1735
958,Batzbach,73,Mbra,19,6,106,1403
959,Batzbach,73,Mnat,56,28,1417,19494
960,Batzbach,73,Nnoc,0,0,0,2
961,Batzbach,73,Ppip,0,1,0,2
962,Batzbach,73,Paur,8,17,4,2228
963,Batzbach,73,Rhin,0,0,0,7
964,Batzbach,74,Bbar,0,1,0,7
965,Batzbach,74,Eser,0,0,0,7
966,Batzbach,74,Mbec,45,59,181,12161
967,Batzbach,74,Mdas,0,3,0,56
968,Batzbach,74,Mdau,11,22,212,2817
969,Batzbach,74,Mema,0,1,0,13
970,Batzbach,74,Mmyo,25,9,45,1735
971,Batzbach,74,Mbra,17,4,110,1403
972,Batzbach,74,Mnat,53,26,1502,19494
973,Batzbach,74,Nnoc,0,0,0,2
974,Batzbach,74,Ppip,0,1,0,2
975,Batzbach,74,Paur,8,17,4,2228
976,Batzbach,74,Rhin,0,0,0,7
977,Batzbach,75,Bbar,0,1,0,7
978,Batzbach,75,Eser,0,0,0,7
979,Batzbach,75,Mbec,43,59,192,12161
980,Batzbach,75,Mdas,0,3,0,56
981,Batzbach,75,Mdau,11,21,222,2817
982,Batzbach,75,Mema,0,1,0,13
983,Batzbach,75,Mmyo,25,8,46,1735
984,Batzbach,75,Mbra,16,4,119,1403
985,Batzbach,75,Mnat,52,25,1596,19494
986,Batzbach,75,Nnoc,0,0,0,2
987,Batzbach,75,Ppip,0,1,0,2
988,Batzbach,75,Paur,8,17,4,2228
989,Batzbach,75,Rhin,0,0,0,7
990,Batzbach,76,Bbar,0,1,0,7
991,Batzbach,76,Eser,0,0,0,7
992,Batzbach,76,Mbec,43,58,210,12161
993,Batzbach,76,Mdas,0,2,0,56
994,Batzbach,76,Mdau,10,20,235,2817
995,Batzbach,76,Mema,0,1,0,13
996,Batzbach,76,Mmyo,25,8,50,1735
997,Batzbach,76,Mbra,16,4,127,1403
998,Batzbach,76,Mnat,50,25,1696,19494
999,Batzbach,76,Nnoc,0,0,0,2
1000,Batzbach,76,Ppip,0,1,0,2
1001,Batzbach,76,Paur,8,17,5,2228
1002,Batzbach,76,Rhin,0,0,0,7
1003,Batzbach,77,Bbar,0,1,0,7
1004,Batzbach,77,Eser,0,0,0,7
1005,Batzbach,77,Mbec,42,57,226,12161
1006,Batzbach,77,Mdas,0,2,0,56
1007,Batzbach,77,Mdau,9,19,250,2817
1008,Batzbach,77,Mema,0,1,0,13
1009,Batzbach,77,Mmyo,25,8,53,1735
1010,Batzbach,77,Mbra,15,4,133,1403
1011,Batzbach,77,Mnat,50,25,1799,19494
1012,Batzbach,77,Nnoc,0,0,0,2
1013,Batzbach,77,Ppip,0,1,0,2
1014,Batzbach,77,Paur,7,15,5,2228
1015,Batzbach,77,Rhin,0,0,0,7
1016,Batzbach,78,Bbar,0,1,0,7
1017,Batzbach,78,Eser,0,0,0,7
1018,Batzbach,78,Mbec,40,55,242,12161
1019,Batzbach,78,Mdas,0,2,0,56
1020,Batzbach,78,Mdau,9,17,264,2817
1021,Batzbach,78,Mema,0,1,0,13
1022,Batzbach,78,Mmyo,25,8,55,1735
1023,Batzbach,78,Mbra,14,4,140,1403
1024,Batzbach,78,Mnat,46,24,1920,19494
1025,Batzbach,78,Nnoc,0,0,0,2
1026,Batzbach,78,Ppip,0,1,0,2
1027,Batzbach,78,Paur,7,15,6,2228
1028,Batzbach,78,Rhin,0,0,0,7
1029,Batzbach,79,Bbar,0,1,0,7
1030,Batzbach,79,Eser,0,0,0,7
1031,Batzbach,79,Mbec,40,54,258,12161
1032,Batzbach,79,Mdas,0,2,0,56
1033,Batzbach,79,Mdau,9,16,282,2817
1034,Batzbach,79,Mema,0,1,0,13
1035,Batzbach,79,Mmyo,25,8,56,1735
1036,Batzbach,79,Mbra,14,4,148,1403
1037,Batzbach,79,Mnat,44,24,2040,19494
1038,Batzbach,79,Nnoc,0,0,0,2
1039,Batzbach,79,Ppip,0,1,0,2
1040,Batzbach,79,Paur,7,15,6,2228
1041,Batzbach,79,Rhin,0,0,0,7
1042,Batzbach,80,Bbar,0,1,0,7
1043,Batzbach,80,Eser,0,0,0,7
1044,Batzbach,80,Mbec,39,51,268,12161
1045,Batzbach,80,Mdas,0,2,0,56
1046,Batzbach,80,Mdau,9,16,303,2817
1047,Batzbach,80,Mema,0,1,0,13
1048,Batzbach,80,Mmyo,25,8,61,1735
1049,Batzbach,80,Mbra,14,4,160,1403
1050,Batzbach,80,Mnat,41,24,2161,19494
1051,Batzbach,80,Nnoc,0,0,0,2
1052,Batzbach,80,Ppip,0,1,0,2
1053,Batzbach,80,Paur,7,14,6,2228
1054,Batzbach,80,Rhin,0,0,0,7
1055,Batzbach,81,Bbar,0,1,0,7
1056,Batzbach,81,Eser,0,0,0,7
1057,Batzbach,81,Mbec,38,50,288,12161
1058,Batzbach,81,Mdas,0,2,0,56
1059,Batzbach,81,Mdau,8,14,321,2817
1060,Batzbach,81,Mema,0,1,0,13
1061,Batzbach,81,Mmyo,25,8,63,1735
1062,Batzbach,81,Mbra,13,3,169,1403
1063,Batzbach,81,Mnat,39,23,2295,19494
1064,Batzbach,81,Nnoc,0,0,0,2
1065,Batzbach,81,Ppip,0,1,0,2
1066,Batzbach,81,Paur,7,14,6,2228
1067,Batzbach,81,Rhin,0,0,0,7
1068,Batzbach,82,Bbar,0,1,0,7
1069,Batzbach,82,Eser,0,0,0,7
1070,Batzbach,82,Mbec,38,50,310,12161
1071,Batzbach,82,Mdas,0,2,0,56
1072,Batzbach,82,Mdau,8,12,349,2817
1073,Batzbach,82,Mema,0,1,0,13
1074,Batzbach,82,Mmyo,25,8,68,1735
1075,Batzbach,82,Mbra,12,3,182,1403
1076,Batzbach,82,Mnat,38,23,2458,19494
1077,Batzbach,82,Nnoc,0,0,0,2
1078,Batzbach,82,Ppip,0,1,0,2
1079,Batzbach,82,Paur,7,14,6,2228
1080,Batzbach,82,Rhin,0,0,0,7
1081,Batzbach,83,Bbar,0,1,0,7
1082,Batzbach,83,Eser,0,0,0,7
1083,Batzbach,83,Mbec,38,49,330,12161
1084,Batzbach,83,Mdas,0,2,0,56
1085,Batzbach,83,Mdau,6,12,364,2817
1086,Batzbach,83,Mema,0,1,0,13
1087,Batzbach,83,Mmyo,25,7,73,1735
1088,Batzbach,83,Mbra,12,2,191,1403
1089,Batzbach,83,Mnat,36,23,2623,19494
1090,Batzbach,83,Nnoc,0,0,0,2
1091,Batzbach,83,Ppip,0,1,0,2
1092,Batzbach,83,Paur,7,14,6,2228
1093,Batzbach,83,Rhin,0,0,0,7
1094,Batzbach,84,Bbar,0,0,0,7
1095,Batzbach,84,Eser,0,0,0,7
1096,Batzbach,84,Mbec,35,46,351,12161
1097,Batzbach,84,Mdas,0,2,0,56
1098,Batzbach,84,Mdau,6,11,387,2817
1099,Batzbach,84,Mema,0,1,0,13
1100,Batzbach,84,Mmyo,24,5,77,1735
1101,Batzbach,84,Mbra,12,2,209,1403
1102,Batzbach,84,Mnat,31,22,2824,19494
1103,Batzbach,84,Nnoc,0,0,0,2
1104,Batzbach,84,Ppip,0,0,0,2
1105,Batzbach,84,Paur,7,14,7,2228
1106,Batzbach,84,Rhin,0,0,0,7
1107,Batzbach,85,Bbar,0,0,0,7
1108,Batzbach,85,Eser,0,0,0,7
1109,Batzbach,85,Mbec,33,46,380,12161
1110,Batzbach,85,Mdas,0,2,0,56
1111,Batzbach,85,Mdau,5,11,402,2817
1112,Batzbach,85,Mema,0,1,0,13
1113,Batzbach,85,Mmyo,24,4,80,1735
1114,Batzbach,85,Mbra,12,2,222,1403
1115,Batzbach,85,Mnat,30,20,3030,19494
1116,Batzbach,85,Nnoc,0,0,0,2
1117,Batzbach,85,Ppip,0,0,0,2
1118,Batzbach,85,Paur,7,13,7,2228
1119,Batzbach,85,Rhin,0,0,0,7
1120,Batzbach,86,Bbar,0,0,0,7
1121,Batzbach,86,Eser,0,0,0,7
1122,Batzbach,86,Mbec,32,44,413,12161
1123,Batzbach,86,Mdas,0,1,0,56
1124,Batzbach,86,Mdau,4,9,422,2817
1125,Batzbach,86,Mema,0,1,0,13
1126,Batzbach,86,Mmyo,24,4,83,1735
1127,Batzbach,86,Mbra,11,2,241,1403
1128,Batzbach,86,Mnat,28,20,3235,19494
1129,Batzbach,86,Nnoc,0,0,0,2
1130,Batzbach,86,Ppip,0,0,0,2
1131,Batzbach,86,Paur,6,13,7,2228
1132,Batzbach,86,Rhin,0,0,0,7
1133,Batzbach,87,Bbar,0,0,0,7
1134,Batzbach,87,Eser,0,0,0,7
1135,Batzbach,87,Mbec,32,42,444,12161
1136,Batzbach,87,Mdas,0,1,0,56
1137,Batzbach,87,Mdau,4,8,452,2817
1138,Batzbach,87,Mema,0,1,0,13
1139,Batzbach,87,Mmyo,24,4,90,1735
1140,Batzbach,87,Mbra,11,2,254,1403
1141,Batzbach,87,Mnat,25,20,3434,19494
1142,Batzbach,87,Nnoc,0,0,0,2
1143,Batzbach,87,Ppip,0,0,0,2
1144,Batzbach,87,Paur,6,13,7,2228
1145,Batzbach,87,Rhin,0,0,0,7
1146,Batzbach,88,Bbar,0,0,0,7
1147,Batzbach,88,Eser,0,0,0,7
1148,Batzbach,88,Mbec,30,41,484,12161
1149,Batzbach,88,Mdas,0,1,0,56
1150,Batzbach,88,Mdau,4,8,484,2817
1151,Batzbach,88,Mema,0,1,0,13
1152,Batzbach,88,Mmyo,24,4,98,1735
1153,Batzbach,88,Mbra,11,2,266,1403
1154,Batzbach,88,Mnat,23,18,3669,19494
1155,Batzbach,88,Nnoc,0,0,0,2
1156,Batzbach,88,Ppip,0,0,0,2
1157,Batzbach,88,Paur,5,11,7,2228
1158,Batzbach,88,Rhin,0,0,0,7
1159,Batzbach,89,Bbar,0,0,0,7
1160,Batzbach,89,Eser,0,0,0,7
1161,Batzbach,89,Mbec,29,41,526,12161
1162,Batzbach,89,Mdas,0,1,0,56
1163,Batzbach,89,Mdau,4,8,536,2817
1164,Batzbach,89,Mema,0,1,0,13
1165,Batzbach,89,Mmyo,24,4,106,1735
1166,Batzbach,89,Mbra,10,2,275,1403
1167,Batzbach,89,Mnat,23,18,3916,19494
1168,Batzbach,89,Nnoc,0,0,0,2
1169,Batzbach,89,Ppip,0,0,0,2
1170,Batzbach,89,Paur,5,11,7,2228
1171,Batzbach,89,Rhin,0,0,0,7
1172,Batzbach,90,Bbar,0,0,0,7
1173,Batzbach,90,Eser,0,0,0,7
1174,Batzbach,90,Mbec,28,39,552,12161
1175,Batzbach,90,Mdas,0,1,0,56
1176,Batzbach,90,Mdau,4,7,562,2817
1177,Batzbach,90,Mema,0,1,0,13
1178,Batzbach,90,Mmyo,23,4,119,1735
1179,Batzbach,90,Mbra,10,2,298,1403
1180,Batzbach,90,Mnat,21,17,4184,19494
1181,Batzbach,90,Nnoc,0,0,0,2
1182,Batzbach,90,Ppip,0,0,0,2
1183,Batzbach,90,Paur,5,11,7,2228
1184,Batzbach,90,Rhin,0,0,0,7
1185,Batzbach,91,Bbar,0,0,0,7
