n,TP,FP,FN,precision,recall,F1
0,521,3,1,0.9942748091603053,0.9980842911877394,0.9961759082217972
25,520,1,2,0.9980806142034548,0.9961685823754789,0.99712368168744
50,520,4,2,0.9923664122137404,0.9961685823754789,0.994263862332696
100,520,1,2,0.9980806142034548,0.9961685823754789,0.99712368168744
500,519,2,3,0.9961612284069098,0.9942528735632183,0.9952061361457333
