n,TP,FP,FN,precision,recall,F1
0,495,1,1,0.9979838709677419,0.9979838709677419,0.9979838709677419
25,495,1,1,0.9979838709677419,0.9979838709677419,0.9979838709677419
50,495,1,1,0.9979838709677419,0.9979838709677419,0.9979838709677419
100,495,1,1,0.9979838709677419,0.9979838709677419,0.9979838709677419
500,495,1,1,0.9979838709677419,0.9979838709677419,0.9979838709677419
